"","Date","Header"
"824",2018-07-24,"Apple Supplier AMS Provides Relief to Chip Stocks: Street Wrap"
"825",2018-07-24,"Apple's IPhones Trail Samsung, Google Devices in Data Speeds (1)"
"826",2018-07-24,"Verizon Is Said to Seek Google or Apple as 5G TV Provider"
"827",2018-07-25,"Apple Face-Scanning Tech Creates a Visibility Problem: Alex Webb
Thanks to the iPhone, it’s hard to read Austrian chipmaker AMS’s future earnings."
"828",2018-07-25,"Apple Unveils Fix for MacBook Pros Not Hitting Advertised Speeds"
"829",2018-07-25,"STMicro Forecasts Smartphone Chips Rebound Ahead of New iPhones"
"830",2018-07-26,"Qualcomm: Apple to Use Non-Qualcomm Modems for Next IPhone Model"
"831",2018-07-26,"Qualcomm Expects Apple to Ditch Its Modems for the Next iPhones"
"832",2018-07-26,"Qualcomm Expects Apple to Ditch Its Modems for the Next iPhones"
"833",2018-07-26,"Spotify Grows in Emerging Markets, Helping Overcome Apple Threat"
"834",2018-07-27,"Onetime Rival to Internet Explorer, Opera Is Listing Again (1)"
"835",2018-07-30,"Apple Investors Seek Clues on Next iPhone With Quarterly Results"
"836",2018-07-30,"Apple Inc., which posts fiscal third-quarter results after the close of markets Tuesday, is expected to see year-
over-year revenue growth of 15.2 percent, the average estimate of analysts surveyed by Bloomberg. While
iPhones and average selling price are the likely drivers, the company’s services and other products segments
should also continue to post solid growth."
"837",2018-07-31,"Apple Analyst Sees Services as a 3Q Growth Story (Video)"
"838",2018-07-31,"Apple Earnings Are Last Chance to Stop Bleeding for Tech Stocks"
"839",2018-07-31,"Apple Faces Growth Problem Without 'Fairly Dramatic Move,"" Meeks Says (Video)"
"840",2018-07-31,"Apple Faces Growth Problem Without 'Fairly Dramatic Move,"" Meeks Says (Video)"
"841",2018-07-31,"U.S. TMT PRE-MKT: Apple Earnings Coming Up, CBS Downgraded"
"842",2018-07-31,"What Analysts Are Looking for in Apple's Earnings: Fully Charged"
"843",2018-08-01,"Apple Earnings Are Last Bet to Stop Bleeding in Tech Stocks (2)"
"844",2018-08-01,"Apple Forecast Tops Estimates on High-End IPhones, Services (1)"
"845",2018-08-01,"Apple Forecasts Quarterly Sales That Top Analysts’ Estimates"
"846",2018-08-01,"Apple Looks to Services to Move Beyond IPhone Price Ceiling"
"847",2018-08-01,"*APPLE SEES 4Q REVENUE $60B TO $62B, EST. $59.4B
Related ticker:
AAPL US (Apple Inc)"
"848",2018-08-01,"Apple's Solid Quarter Strengthens Bull Case on Wall Street (1)"
"849",2018-08-01,"Huawei Passes Apple in Smartphone Share for the First Time (1)"
"850",2018-08-02,"*APPLE 2.5% SURGE BRIEFLY SENDS MARKET CAP ABOVE $1 TRILLION
Related ticker:
AAPL US (Apple Inc)"
"851",2018-08-02,"Apple Becomes First U.S. Company to Hit $1 Trillion Market Value"
"852",2018-08-02,"Apple Share Gains Push Company to $1 Trillion Milestone"
"853",2018-08-03,"Honey, I Shrunk $1 Trillion Apple’s Profit Margins: Shira Ovide
R&D spending is the culprit, and it’s hard to tell whether it’s being put to good use."
"854",2018-08-03,"Matt Levine's Money Stuff: Apple Added Another Digit of Value
Also CBS, Bitcoin futures and disclosure."
"855",2018-08-04,"Computer Virus Cripples IPhone Chipmaker TSMC Plants (1)"
"856",2018-08-05,"TSMC Expects Full Recovery on Monday After Virus Attack"
"857",2018-08-06,"Apple Hits Reset Button With New Plan to Fix Problems in India
Samsung, Xiaomi, and other rivals are stomping the company in India, where it ranks 11th."
"858",2018-08-06,"IPhone Chipmaker Blames WannaCry Variant for Plant Closures (1)"
"859",2018-08-06,"IPhone Chipmaker Races to Recover From Computer Virus (1)"
"860",2018-08-07,"Fortnite Ploy Highlights Google's Android Weakness Versus Apple"
"861",2018-08-08,"The Chinese Smartphone Upstarts Taking on Apple and Samsung"
"862",2018-08-08,"The Way Apple’s App Developers Can Pry Into Your Privacy
The world’s most valuable company is seen as a champion for your data. It should be doing more."
"863",2018-08-10,"Former Chief Tesla Vehicle Engineer Doug Field Returns to Apple"
"864",2018-08-10,"Samsung Unveils its Priciest Phone Yet Plus a Watch, Speaker (3)"
"865",2018-08-14,"David Einhorn's Greenlight Trims Apple Stake Before Shares Climb"
"866",2018-08-14,"Erdogan to Boycott IPhones as Turkey's Row With U.S. Escalates"
"867",2018-08-14,"Erdogan’s Apple Boycott Ignores American Tech's Omnipresence (1)"
"868",2018-08-15,"Verizon Signs Apple, Google as Partners for 5G TV Service (1)"
"869",2018-08-17,"Amazon Is Ready to Take on Apple and Spotify in Streaming Music"
"870",2018-08-20,"Apple Cut to Sell at New Street as 2019 Demand `Air Pocket' Seen"
"871",2018-08-20,"Apple Says It Removes Some 'Illegal' Apps From China Store: WSJ"
"872",2018-08-20,"Apple Wipes Thousands of Gambling Apps After China Media Attacks"
"873",2018-08-21,"Apple Is Said to Plan Revamped Low-Cost Macs to Reignite Sales"
"874",2018-08-21,"Apple to Coke Snub Europe as Trump Wrecks Reverse Yankee Sales"
"875",2018-08-22,"Apple and Google Face Growing Revolt Over App Store `Tax'"
"876",2018-08-22,"Apple's Cook Is Poised to Reap $120 Million of Stock After Rally"
"877",2018-08-22,"Netflix's Attempt to Ditch Apple Helps Snap Losing Streak"
"878",2018-08-22,"Short-Sellers Circle Apple Supplier That's Loved by Analysts (1)"
"879",2018-08-22,"Startups Fear That Trump's Tariffs Will Stifle the Next Apple"
"880",2018-08-22,"Watch Apple, Samsung Suppliers After Hong Kong's AAC Plunges"
"881",2018-08-23,"Meet Fifteen of the People Helping CEO Tim Cook Run Apple
Dozens of vice presidents are crucial to the Apple of today and the company of tomorrow. "
"882",2018-08-24,"Cook, Dimon Among CEOs Fearing Trump Immigration Policy `Harm'"
"883",2018-08-27,"Apple to Embrace IPhone X Design With New Colors, Bigger Screens"
"884",2018-08-28,"Apple Doesn’t Do Low Budget With Sound Reason: Shira Ovide
The iPhone maker’s power is now all in the pricing."
"885",2018-08-30,"Apple Buys Augmented-Reality Display Startup Akonia Holographics"
"886",2018-08-30,"Buffett Buys More Apple, Says iPhone Is `Enormously Underpriced'"
"887",2018-08-31,"Apple Announces Event on Sept. 12 for Revamped IPhone Lineup (1)"
"888",2018-08-31,"Apple, Oracle Dump Bonds and Create $300 Billion Hole in Market"
"889",2018-09-05,"Amazon Joins Apple in Climb to $1 Trillion Market Value (1)"
"890",2018-09-08,"Apple Says Proposed China Tariffs Will Boost Product Prices (1)"
"891",2018-09-08,"Apple Says Proposed Tariff List Covers Range of Apple Products"
"892",2018-09-10,"Apple to Kick Off Product Blitz With iPhone Xs Line, New Watches"
"893",2018-09-11,"Apple Plans Another Death Blow to the Phone Carriers: Alex Webb
Even if they don't come in today’s iPhone launch, virtual SIMs look inevitable."
"894",2018-09-11,"Apple's Push Into Film Industry Takes Shape With Two Movie Deals"
"895",2018-09-11,"Trump's Next Trade War Shot Could Hit Americans From Head to Toe"
"896",2018-09-11,"For Apple Inc., a higher iPhone average selling price is key. Smartphone unit growth has slowed, so netting a
higher ASP would increase revenues and offset that slowdown. The Cupertino, California-based company is
expected to introduce three new models this week, boosting ASPs by 5.4 percent year-over-year to $793 in fiscal
year 2019, according to Goldman Sachs Group Inc. The iPhone’s ASP was $724 in the fiscal third quarter."
"897",2018-09-12,"Apple Readies Bigger IPhones, Smarter Watches: Fully Charged"
"898",2018-09-13,"Apple Bows to the Chinese Market Again With Latest IPhones (1)"
"899",2018-09-13,"Apple Celebrates New iPhone Models as Asia Suppliers Suffer"
"900",2018-09-13,"Apple Gets FDA Approval for New Watch, Touts Health Gains (1)"
"901",2018-09-13,"Apple Touts Largest Screens, Cheaper Models in IPhone Revamp (1)"
"902",2018-09-13,"Apple Unveils Stainless-Steel IPhone XS and XS Max"
"903",2018-09-13,"Apple-Heavy ETFs Are in Traders' Sights Ahead of iPhone Reveal"
"904",2018-09-13,"Apple's Incremental IPhone Launches Will Probably Pay Off"
"905",2018-09-13,"Apple Inc.’s product event Wednesday was one of its least successful, judging from investor reception. Shares fell
1.2 percent after Chief Executive Officer Tim Cook unveiled the smartphone maker’s latest gadgets. The decline
was the biggest on launch day since 2015. The first iPhone sparked an 8.3 percent jump when it was introduced a
decade ago. Since then, first-day market reactions to new models have been lackluster."
"906",2018-09-13,"Here's What Wall Street Is Saying About Apple's IPhone Revamp"
"907",2018-09-13,"IPhone Xs Max Versus Samsung Galaxy Note 9: How They Measure Up"
"908",2018-09-13,"Shiny New IPhones Underscore Apple’s Growth Problem: Shira Ovide
The strategy is more of the same: ultra-luxury prices. "
"909",2018-09-13,"Sorry Apple, Nike: Chinese Shoppers Don't Love You Anymore"
"910",2018-09-17,"IPhone XS/Max Preorders Weaker Than IPhone X So Far: Rosenblatt"
"911",2018-09-17,"Qualcomm to Push for iPhone Import Ban in Patent Fight With Apple"
"912",2018-09-18,"Apple Analyst Dan Ives Joins Wedbush's Tech Research Department"
"913",2018-09-18,"Apple One-Ups Qualcomm, Alibaba Doubles Down on Growth: TMT Wrap"
"914",2018-09-18,"Ferrari Targets Hermes-Like Profit Margins With Hybrid Supercars"
"915",2018-09-18,"Qualcomm Falls After Apple Says It Has ITC Backing in Trade Case"
"916",2018-09-18,"Qualcomm's Mollenkopf Sees Chance of Apple Settlement This Year"
"917",2018-09-18,"*U.S. IS SAID TO SPARE APPLE WATCHES FROM LATEST CHINA TARIFFS
Related tickers:
AAPL US (Apple Inc)
FIT US (Fitbit Inc)
NKE US (NIKE Inc)"
"918",2018-09-18,"U.S. Is Said to Spare Some Apple Goods From Latest China Tariffs"
"919",2018-09-18,"Winners and Losers From Trump Tariffs: Apple, Bikes, Americans"
"920",2018-09-19,"Qualcomm Attempt for IPhone Ban Questioned by German Judge"
"921",2018-09-21,"Apple Watch Should Pave Way for More Medical Gadgets, FDA Says"
"922",2018-09-21,"Apple's New Smartwatch Can Only Monitor Your Heart in the U.S."
"923",2018-09-21,"Criteo CEO Focuses on Apps After Apple's Safari Ad Restrictions"
"924",2018-09-21,"IPhone XS Buyers Undeterred by Eye-Watering Prices, Few Upgrades"
"925",2018-09-22,"Apple Customers Say They Can't Pick Up New IPhones at Stores"
"926",2018-09-22,"Apple Planning for Delays to London Battersea HQ, Times Says (1)"
"927",2018-09-22,"U.S. Sees China Trade Action in Its Long-Term Interest: Official"
"928",2018-09-24,"Apple's IPhone XS Debut Reels In Unexpected Wall Street Cheers"
"929",2018-09-24,"Apple’s Most Lucrative New IPhone Feature Isn’t Its Fanciest
The new 512GB storage chip could make the company $134 more per phone than the 64GB option."
"930",2018-09-24,"CORRECT: Apple's IPhone XS Debut Gets Sudden Wall Street Cheers"
"931",2018-09-27,"Teen Apple Hacker Avoids Jail in Australia After Serious Attacks"
"932",2018-09-28,"Goldman Sees Apple Search Revenue `Materially Above' Consensus"
"933",2018-09-29,"Apple Disdains Ads But Takes Billions From Google: Shira Ovide
Goldman estimates $9 billion of the company’s fast-growing services segment comes from the search giant."
"934",2018-09-29,"Apple Wins Reversal of $234 Million Wisconsin University Verdict"
"935",2018-09-29,"Don't Ban Apple IPhone Imports in Qualcomm Fight, Judge Says (2)"
"936",2018-10-03,"Apple iPhone Battery Class Claims Proceed"
"937",2018-10-04,"BT Is Worried Apple and Amazon Will Take Its Customers"
"938",2018-10-04,"*CHINA USED TINY CHIP IN HACK THAT INFILTRATED U.S. BUSINESSES
Related tickers:
AAPL US (Apple Inc)
AMZN US (Amazon.com Inc)
SMCI US (Super Micro Computer Inc)"
"939",2018-10-06,"What Steve Jobs Might Say to Elon Musk, CEO to CEO: Joe Nocera
You've got to grow up sometime."
"940",2018-10-09,"Apple Still Holds Fate of Imagination Technologies One Year On"
"941",2018-10-09,"Apple Tells Congress That Global Supply Chain Wasn't Compromised"
"942",2018-10-09,"Messaging Upstart Touted as WeChat Rival Wiped From Apple Store"
"943",2018-10-09,"Trump Tariffs Push Small Firms to Plead for Same Relief as Apple"
"944",2018-10-10,"Google Shows New Pixel Phone, Speaker to Chase Apple, Amazon (1)"
"945",2018-10-10,"Microsoft Grabs a Share of the Growing Cloud on Wheels: BNEF"
"946",2018-10-11,"Apple Made Dialog An Offer It Really Couldn't Refuse: Alex Webb
Having lost so much value already, Dialog could do little but transfer a big chunk of itself to its largest customer."
"947",2018-10-11,"Apple Signs $600 Million Deal With Dialog for Assets, Staff (1)"
"948",2018-10-11,"*DIALOG SEMICONDUCTOR RISES 29% ON APPLE DEAL
Related tickers:
AAPL US (Apple Inc)
DLG GR (Dialog Semiconductor PLC)"
"949",2018-10-11,"Hackers Are Using Stolen Apple IDs to Swipe Cash in China"
"950",2018-10-12,"Apple Supplier GoerTek to Shift Production Out of China: Nikkei"
"951",2018-10-12,"Apple's Cook Visits World's Hottest Startup During Beijing Trip"
"952",2018-10-15,"Adobe Photoshop Is Coming to Apple’s IPad in Mobile-App Push"
"953",2018-10-15,"Goldman Sees More Apple Risks as China Slowdown Raises Concerns"
"954",2018-10-16,"FAANG Stocks Extend Slump as Tech Rout Deepens Ahead of Earnings"
"955",2018-10-16,"Smartphone Maker That Overtook Apple Reveals New Flagship Device"
"956",2018-10-17,"Apple Launches Portal for U.S. Users to Download Their Data"
"957",2018-10-17,"Comparing the Huawei Mate 20 Pro to Apple, Samsung Flagships
Will its 40-megapixel camera developed with Leica win over buyers?"
"958",2018-10-18,"Apple's IPhone Helps Give TSMC an Instant Hit: Tim Culpan
Its latest chipmaking technology has had one of the fastest uptakes in recent history."
"959",2018-10-18,"For Apple Supplier, Six-Day Stock Freeze Comes at the Wrong Time"
"960",2018-10-18,"TSMC's Sales Outlook Falls Short as Smartphone Demand Stalls (2)"
"961",2018-10-19,"Apple Announces Oct. 30 Event About New iPads and Macs: CNBC"
"962",2018-10-19,"Apple Plans Product Unveil, Activision Retreats: N.A. TMT Wrap"
"963",2018-10-19,"Apple to Unveil IPad, MacBook Laptop Overhauls on Oct. 30 (1)"
"964",2018-10-23,"AMS Stung By the Cold New World for Apple Suppliers: Alex Webb
The maker of 3-D sensing components for the iPhone took a big gamble on the technology. It’s going to take a
long time for it to pay off."
"965",2018-10-23,"Apple Supplier AMS, Atos Plunge on a Tough Day for European Tech"
"966",2018-10-23,"Apple Supplier AMS Drops Most in Decade on Guidance (Correct)"
"967",2018-10-24,"Apple CEO Slams Silicon Valley Rivals Over Use of Data (1)"
"968",2018-10-24,"Apple Target Boosted at Bernstein, Sees Higher IPhone ASPs"
"969",2018-10-24,"STMicro's Forecast Falls Short as Chip Stocks Under Pressure (1)"
"970",2018-10-25,"FAANGs Fade, Comcast on the Clock, Tim Cook Talks: N.A. TMT Wrap"
"971",2018-10-25,"Trump Was Warned China, Russia Eavesdrop on His Cell Calls: NYT"
"972",2018-10-26,"Brazil Votes, Apple's Reveal, BOJ Meets: Week Ahead in Functions"
"973",2018-10-26,"Inside Samsung's Bid to Challenge Apple With 5G, Folding Phones"
"974",2018-10-27,"Apple Tries to Pull Two Devices Out From Under iPhone's Shadow"
"975",2018-10-27,"As Internet Stocks Plunge, `Old Tech' Finds New Friends"
"976",2018-10-27,"Qualcomm Says Apple Is $7 Billion Behind in Royalty Payments"
"977",2018-10-27,"Qualcomm Seeks to Cut Patent Claims From Apple License Fight (1)"
"978",2018-10-30,"Apple Pay Rebounds After Slow Start, Aims to Narrow PayPal Lead
Not the disruptive force imagined, payment system finally gaining traction where it counts"
"979",2018-10-30,"Apple Revamps IPad With IPhone Features in Tablet Revival Effort"
"980",2018-10-30,"Apple Revamps MacBook Air Laptop for First Time in Eight Years"
"981",2018-10-31,"Facebook and Apple Know Their Users Will Stay: Leonid Bershidsky
Explosive growth is over, but user bases can be milked for a long time."
"982",2018-11-01,"Apple's Holiday Forecast to Shed Light on Success of New iPhones"
"983",2018-11-02,"Apple Bulls Balk at Surprise End to Unit Sales Data; Shares Drop"
"984",2018-11-02,"Apple Falls as Analysts Fear a 'Sustained IPhone Downturn' (1)"
"985",2018-11-02,"Apple Holiday Sales Forecast Misses Estimates; Shares Fall (1)"
"986",2018-11-02,"Apple Needs Its Supporting Cast as Its Star Fades: Tim Culpan
Watch, AirPods and other accessories have to pick up more of the burden from the iPhone."
"987",2018-11-02,"Apple Options Suggest Outsized Earnings Move After Dodging Rout"
"988",2018-11-02,"Apple 1Q Revenue View Midpoint 1.9% Below Est.; Shares Fall 4.3%"
"989",2018-11-02,"Apple Silence on IPhone Unit Sales Sparks Concern, Shows Future"
"990",2018-11-02,"Apple to Stop Providing IPhone, IPad, Mac Unit Sales Figures"
"991",2018-11-02,"Apple to Stop Reporting Unit Sales of IPhones, IPads and Macs"
"992",2018-11-02,"*APPLE TO STOP UNIT SALES DATA FOR IPHONE, IPAD AND MAC
Related ticker:
AAPL US (Apple Inc)"
"993",2018-11-02,"Apple's $1 Trillion Value at Risk After Earnings Stumble (1)"
"994",2018-11-02,"Musk Says Apple Losing Luster; Ford May Fail in Next Recession"
"995",2018-11-05,"Apple Cancels Production Boost for Budget IPhone XR: Nikkei"
"996",2018-11-06,"Apple, IPhone Suppliers Slump as Concerns Grow Over Demand"
"997",2018-11-06,"Apple's Asian Suppliers Fall on Growing iPhone Output Concerns"
"998",2018-11-08,"Qualcomm Gives Weak Forecast on Loss of Apple IPhone Orders (1)"
"999",2018-11-09,"Behind Apple's iPhone Face ID Is a Battle Over Costs: Alex Webb
The $3.2 billion acquisition of Finisar by II-VI tries to give more negotiating power to suppliers."
"1000",2018-11-10,"Amazon to Start Selling Latest Apple Products, Excluding Speaker"
"1001",2018-11-10,"The Internet Is Splitting in Two Amid U.S.-China Spat (Correct)"
"1002",2018-11-12,"Apple Suppliers Drop After Lumentum Says Customer Cut Shipments"
"1003",2018-11-12,"Apple Suppliers Tumble on New Signs of Weak IPhone Demand (1)"
"1004",2018-11-13,"Apple Has a Plan B as IPhone Demand Peaks; Many Suppliers Don't"
"1005",2018-11-13,"Lumentum: Major Customer Asked to Cut 3D Shipments Just Days Ago"
"1006",2018-11-15,"Apple's Longest Rout Since April Has Cost Investors $107 Billion"
"1007",2018-11-15,"Apple's Outlook Dims as Suppliers Worldwide Sound the Alarm (3)"
"1008",2018-11-15,"Hillhouse Buys Into Apple, Amazon, Alphabet Just Before Rout"
"1009",2018-11-15,"Tiger Global Bet on Apple Before Fall, Cut Twitter Before Rise"
"1010",2018-11-19,"Apple Cuts Production Orders for 3 New iPhone Models: WSJ (1)"
"1011",2018-11-20,"Apple Nears Bear Territory as IPhone Demand Concern Mounts"
"1012",2018-11-20,"Apple Target Cut Again at Goldman as Bear Market Looms (Correct)"
"1013",2018-11-20,"FAANGs Get Knocked Again as Market Darlings Resume Their Descent"
"1014",2018-11-21,"Apple iPhone Supplier Foxconn Is Said to Plan Deep Cost Cuts"
"1015",2018-11-21,"*APPLE'S BIGGEST IPHONE ASSEMBLER IS SAID TO PLAN DEEP COST CUTS
Related tickers:
2317 TT (Hon Hai Precision Industry Co Ltd)
AAPL US (Apple Inc)"
"1016",2018-11-21,"Weak Tech Sinks Stocks, Apple Sinks 23% From Peak: Markets Wrap"
"1017",2018-11-22,"Apple to Offer Japan Carriers Subsidy to Up iPhone XR Sales: WSJ"
"1018",2018-11-26,"Apple Defends IPhone App Fees as High Court Weighs Suit (1)"
"1019",2018-11-27,"Apple Gets Skepticism at Top Court in Bid to Stop Antitrust Suit"
"1020",2018-11-27,"*MICROSOFT OVERTAKES APPLE AS MOST VALUABLE U.S. COMPANY
Related tickers:
AAPL US (Apple Inc)
MSFT US (Microsoft Corp)"
"1021",2018-11-27,"Microsoft Vies Again With Apple for No. 1 in Global Market Value"
"1022",2018-11-27,"Trump Expects to Move Ahead China Tariff Boost to 25%: WSJ (1)"
"1023",2018-11-27,"Trump Suggests 10% Tariffs May Be Placed on IPhones, Laptops"
"1024",2018-11-28,"Apple Bulls See Long-Term Potential Despite Recent `Horror Show'"
"1025",2018-11-28,"Apple's Cook Visits With Ivanka Trump Amid IPhone Tariff Threat"
"1026",2018-11-28,"Hedge Funds Win With Microsoft's Rise After They Sold Apple (1)"
"1027",2018-11-28,"Microsoft Becomes World's Most Valuable Company After Apple Rout"
"1028",2018-11-30,"Amazon Is Letting Apple Music Onto Its Alexa Speakers"
"1029",2018-11-30,"Apple and Fast Food Have the Same Problem: Halzack & Ovide
Sales may be rising, but demand isn’t."
"1030",2018-12-01,"Apple Puts Music Service on Amazon Echo in Subscription Push"
"1031",2018-12-01,"Obama, Apple's Tim Cook Praise Life of George H.W. Bush (1)"
"1032",2018-12-03,"Apple Is Said to Miss Rapid 5G Takeoff, Sitting Out Tech Shift"
"1033",2018-12-04,"Apple Is Said to Reassign Marketing Staff to Boost IPhone Sales"
"1034",2018-12-04,"Cirrus Joins Growing List of Apple Suppliers Cutting Sales View"
"1035",2018-12-04,"Exxon Challenges Big Tech as Largest Buyer of Clean Energy: BNEF"
"1036",2018-12-05,"Apple Has Been Reduced to (Gasp!) Salesmanship: Shira Ovide
Those iPhones aren’t going to move themselves off the shelf anymore."
"1037",2018-12-05,"Broadcom Sales Forecast in Focus After Apple Suppliers Cut Views"
"1038",2018-12-05,"The world’s biggest oil company by market value is now one of the biggest purchasers of clean energy. Exxon
Mobil Corp.’s deal last week for 500 megawatts of wind and solar power vaulted it onto this year’s list of top
corporate buyers, according to a report Tuesday by Bloomberg NEF. That puts it ahead of Apple Inc. and Google,
which have been among the big technology companies that helped pioneer the idea of striking direct deals with
renewable-energy developers. Exxon will use the electricity in West Texas, where booming oil production is
outpacing local infrastructure."
"1039",2018-12-05,"Here's One Major Apple Supplier That Has Yet to Cut Its Forecast"
"1040",2018-12-05,"IPhone Suppliers Tumble After Cirrus Logic Adds to Forecast Cuts"
"1041",2018-12-06,"Apple Analysts Are Sounding a Historically Rare Note of Caution"
"1042",2018-12-06,"Apple Dividend Growth Forecast Cut for 2019 by Bloomberg Model"
"1043",2018-12-06,"Apple Estimates Need to Drop, Rosenblatt Says as It Slashes PT"
"1044",2018-12-06,"Apple HomePod Comes to China in 2019, Beating Google and Amazon"
"1045",2018-12-06,"Apple Sale Price Gains Seen at Risk Amid IPhone Financing Plans"
"1046",2018-12-06,"World's Biggest Game Is Coming for Apple and Google's App Stores"
"1047",2018-12-07,"Apple Supplier Broadcom Suggests Older IPhones Are in Demand"
"1048",2018-12-07,"Broadcom's Strong 2019 Sales Forecast Sends Shares Higher (2)"
"1049",2018-12-10,"Apple, iPhone Suppliers Fall as Qualcomm Wins China Ban (1)"
"1050",2018-12-10,"*QUALCOMM SAYS IT WON BAN ON SALE OF SOME IPHONES IN CHINA
Related tickers:
AAPL US (Apple Inc)
QCOM US (QUALCOMM Inc)"
"1051",2018-12-10,"Qualcomm Says It Won Case Banning Sale of Older IPhones in China"
"1052",2018-12-11,"Apple Accused by Egypt of Violating Competition Laws (1)"
"1053",2018-12-11,"Apple Analysts Downplay `Headline Risk' of China IPhone Ruling"
"1054",2018-12-11,"Apple Investors Find a Glimmer of Hope in Taiwan: Tim Culpan
Monthly sales at iPhone suppliers are showing signs of life, offering support after concerns of weakening demand
drove down the U.S. company’s shares."
"1055",2018-12-11,"Apple Inc. fell as much as three percent on an intraday basis Monday following a ruling that bans the sale of some
iPhone models in China. The decline has the tech giant’s stock on the precipice of entering oversold territory for
the third time this year, according to its relative strength index. The iPhone maker gets about 20 percent of its
annual global revenue from China."
"1056",2018-12-11,"IPhone Ban in China May Push Apple, Qualcomm Toward Settlement"
"1057",2018-12-12,"Apple IPhone Suppliers Are Said to Mull Move If Tariffs Hit 25%"
"1058",2018-12-12,"Apple’s ‘Netflix for Magazines’ Is Said to Rankle Publishers"
"1059",2018-12-12,"In Big-Company Standings, $800 Billion Apple Faces New Indignity"
"1060",2018-12-13,"Apple to Invest $1 Billion for Austin, Texas Expansion Plan (2)"
"1061",2018-12-13,"Qualcomm Gets Second Shot at Seeking Apple Import Ban in U.S."
"1062",2018-12-14,"Apple Can’t Win Over Media With Its Old Approach: Shira Ovide
The company hasn’t learned from its last unsuccessful foray into digital subscriptions."
"1063",2018-12-14,"Apple Says China IPhone Ban Would Force Settlement With Qualcomm"
"1064",2018-12-14,"Apple Supplier Sees Life Beyond Smartphone Screens in Sensors"
"1065",2018-12-14,"Apple Will Tweak Chinese iPhones to Comply With Qualcomm Ruling"
"1066",2018-12-14,"Apple's Weaker iPhone Sales Spurs Davidson to Cut Price Target"
"1067",2018-12-15,"Apple Heads to 7-Month Low as More Analysts Cut IPhone Estimates"
"1068",2018-12-15,"Apple Would Get Texas Tax Breaks With 70 Percent of Promised Jobs"
"1069",2018-12-17,"Ex-Apple Engineer Turns Stinky Sauce Into an Upscale Condiment
A purist’s blend of fish sauce wins over Michelin-starred chefs."
"1070",2018-12-19,"Qualcomm Says Apple Needs to Take China IPhone Ban Seriously (1)"
"1071",2018-12-20,"Apple-Qualcomm Jury Trial Set for April 15 in San Diego"
"1072",2018-12-20,"Qualcomm Wins German Injunction to Ban Some Apple IPhone Sales"
"1073",2018-12-21,"Apple's $1 Billion Bet Imperils a Tech Hub's Rare Bargain Homes"
"1074",2018-12-24,"Apple Share Price Unfairly Reflects `Doomsday Dynamic': Wedbush"
"1075",2018-12-27,"Battered Apple Poised to Lead FAANGs in 2019, Munster Says (1)"
"1076",2018-12-29,"Apple Shares Are Attractive at Current Levels, DA Davidson Says"
"1077",2019-01-03,"Anyone Want to Call Apple's Cut a `Little Glitch'?: Taking Stock"
"1078",2019-01-03,"Apple Cuts Outlook as Chinese Slowdown Hits Demand (Correct)"
"1079",2019-01-03,"Apple Cuts 1Q Rev. View Citing Unforeseeen Slowdown in China (1)"
"1080",2019-01-03,"Apple Fallout Hits Europe With AMS, Dialog Semi Dropping (1)"
"1081",2019-01-03,"Apple Had Five Ways to Fuel Earnings. One Still Works: Alex Webb
A changing smartphone market calls for new strategies to boost profit. Most of what Apple tried has run out of
steam."
"1082",2019-01-03,"Apple Joins FedEx, Daimler as Casualty of the China Slowdown"
"1083",2019-01-03,"Apple's Dim Outlook Didn't Surprise Investors Who Were Watching"
"1084",2019-01-03,"Apple’s iPhone Warning Comes Years Too Late: Shira Ovide
The company has reached the end of its denial phase."
"1085",2019-01-03,"Apple’s Tumultuous Day Could Weigh on Berkshire’s Book Value"
"1086",2019-01-03,"Buffett's Apple Losses Make His Track Record in Tech Even Worse"
"1087",2019-01-03,"Gundlach Says Apple Warning Is What Happens in Bear Market: CNBC"
"1088",2019-01-03,"Trump's Trade War Advantage Slips as Apple Cites China Slowdown"
"1089",2019-01-03,"Vindicated Apple Bear Raises Rating But Says Don't Buy `Yet'"
"1090",2019-01-04,"Apple Sales Shock Isn't the Worst of Tech's Troubles: Tim Culpan
The iPhone maker is better positioned than others to deal with a downturn. That’s a problem."
"1091",2019-01-04,"Dissecting the FX Flash Crash: Robots, Apple, Yen Shorts Blamed"
"1092",2019-01-04,"Huawei Demotes Workers After Embarrassing Tweet From An iPhone"
"1093",2019-01-04,"If You Listened to These Outliers, Apple's Cut Wasn't Surprising"
"1094",2019-01-04,"Market Earnings Angst Goes Beyond Apple With Outlooks Darkening"
"1095",2019-01-04,"Mutual Fund Double Play: A Win on Celgene and No Losses on Apple"
"1096",2019-01-04,"There Will Be Blood - Apple. FedEx. Who's Next?: Taking Stock"
"1097",2019-01-04,"Tim Cook Needs Better Ideas Than This for Apple: Shira Ovide
Encouraging iPhone trade-ins isn’t going to counter the growth trends working against the company."
"1098",2019-01-05,"Trump Says He's Unconcerned About Apple's China Sales Warning"
"1099",2019-01-07,"Apple's TV Deal With Samsung Showcases Shift to Services (1)"
"1100",2019-01-07,"Is an 'Apple Prime' the Answer to iPhone Troubles? Fully Charged"
"1101",2019-01-08,"Apple Faces `Informal Boycott' From China Consumers, BAML Says"
"1102",2019-01-08,"Samsung Feels Apple's Pain as Technology Slowdown Hits Sales"
